"dname","attrib","img","behavior","target_team","manacost","description","cooldown","dmg_type","target_type","dispellable","bkbpierce","lore","damage","is_innate"
"Grave Chill","[{'key': 'chill_duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'movespeed_bonus', 'header': 'MOVE SPEED DRAIN:', 'value': ['15%', '20%', '25%', '30%']}, {'key': 'attackspeed_bonus', 'header': 'ATTACK SPEED DRAIN:', 'value': ['25', '40', '55', '70']}, {'key': 'radius', 'header': 'RADIUS:', 'value': '900', 'generated': True}, {'key': 'target_radius', 'header': 'AOE:', 'value': '0'}, {'key': 'penalty', 'header': 'SECONDARY TARGET PENALTY:', 'value': '0%'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '625', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/visage_grave_chill.png","['Unit Target', 'AOE']","Enemy","90","Visage drains the movement and attack speed of the targeted unit, gaining it for itself and nearby familiars.","['17', '15', '13', '11']","","['Hero', 'Basic']","Yes","No","The warmth of the sun is never felt in the dark cold of the Narrow Maze.","",""
"Gravekeeper's Cloak","[{'key': 'max_layers', 'header': 'MAX LAYERS:', 'value': '4'}, {'key': 'damage_reduction', 'header': 'DAMAGE REDUCTION PER LAYER:', 'value': ['8%', '12%', '16%', '20%']}, {'key': 'recovery_time', 'header': 'LAYER RECOVERY TIME:', 'value': ['7', '6', '5', '4']}, {'key': 'minimum_damage', 'header': 'MINIMUM DAMAGE:', 'value': '40'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '900', 'generated': True}, {'key': 'max_damage_reduction', 'header': 'MAX DAMAGE REDUCTION:', 'value': '80%'}, {'key': 'shard_hp_restoration_pct', 'header': 'SHARD HP RESTORATION PCT:', 'value': '25', 'generated': True}, {'key': 'shard_cooldown', 'header': 'COOLDOWN:', 'value': '65'}, {'key': 'shard_manacost', 'header': 'MANA COST:', 'value': '125'}]","/apps/dota2/images/dota_react/abilities/visage_gravekeepers_cloak.png","Passive","","","Visage generates a layered barrier that protects him from damage. If he receives damage from a player, one layer is removed, and takes time to recover.","","","","","","Visage's tough scales share equal properties of ghost and stone, making it nearly impervious to blade and magical assault.","",""
"Gravekeeper's Cloak  grants +10 Armor","","","","","","","","","","","","","",""
"Gravity Well","[{'key': 'max_dist', 'header': 'MAX DIST:', 'value': '500', 'generated': True}, {'key': 'min_dist', 'header': 'MIN DIST:', 'value': '200', 'generated': True}, {'key': 'damage_reduction', 'header': 'DAMAGE REDUCTION:', 'value': ['9', '11', '13', '15'], 'generated': True}]","/apps/dota2/images/dota_react/abilities/enigma_gravity_well.png","Passive","","","Allies within 500 distance from Enigma have up to 9% Damage Reduction. Effect starts at 0% at max distance and increases to its maximum strength when the ally is at 200 distance. Does not affect Enigma itself.","","[]","","","","","",True
"Great Cleave","[{'key': 'cleave_starting_width', 'header': 'CLEAVE STARTING WIDTH:', 'value': '150', 'generated': True}, {'key': 'cleave_ending_width', 'header': 'CLEAVE ENDING WIDTH:', 'value': '360', 'generated': True}, {'key': 'cleave_distance', 'header': 'CLEAVE DISTANCE:', 'value': '700', 'generated': True}, {'key': 'great_cleave_damage', 'header': 'CLEAVE DAMAGE:', 'value': ['40%', '60%', '80%', '100%']}, {'key': 'strength_bonus', 'header': 'STRENGTH BONUS:', 'value': '00', 'generated': True}]","/apps/dota2/images/dota_react/abilities/sven_great_cleave.png","Passive","","","Sven strikes with great force, cleaving all nearby enemy units with his attack.","","","","","Yes","The Vigil Knights still seek to reclaim the stolen Outcast Blade from Sven, a weapon capable of cutting wide swaths through lesser warriors.","",""
"Greater Bash","[{'key': 'chance_pct', 'header': 'CHANCE TO BASH:', 'value': '17%'}, {'key': 'damage', 'header': 'MOVEMENT SPEED AS DAMAGE:', 'value': ['25%', '30%', '35%', '40%']}, {'key': 'duration', 'header': 'STUN DURATION:', 'value': ['0.9', '1.1', '1.3', '1.5']}, {'key': 'knockback_duration', 'header': 'KNOCKBACK DURATION:', 'value': '0.5'}, {'key': 'knockback_distance', 'header': 'KNOCKBACK DISTANCE:', 'value': ['143', '152', '158', '162'], 'generated': True}, {'key': 'knockback_height', 'header': 'KNOCKBACK HEIGHT:', 'value': '50', 'generated': True}, {'key': 'bonus_movespeed_pct', 'header': 'BONUS MOVESPEED PCT:', 'value': '17', 'generated': True}, {'key': 'movespeed_duration', 'header': 'MOVESPEED DURATION:', 'value': '3', 'generated': True}, {'key': 'creep_multiplier', 'header': 'CREEP MULTIPLIER:', 'value': '1', 'generated': True}]","/apps/dota2/images/dota_react/abilities/spirit_breaker_greater_bash.png","Passive","","","Gives a chance to stun and knockback an enemy unit on an attack. Deals a percentage of movement speed as damage.","1.2","Magical","","Strong Dispels Only","Yes","The signature strike of Barathrum's ghostly ball and chain.","",""
"Greater Sprout","[{'key': 'vision_range', 'header': 'VISION RANGE:', 'value': '500', 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '850', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.35', 'generated': True}]","/apps/dota2/images/dota_react/abilities/furion_greater_sprout.png","['Unit Target', 'Point Target', 'Hidden']","Both","130","Creates a larger circle of trees in a 300 AoE for 6 seconds. Ensnares enemies inside for 2 seconds, dealing 150 damage per second.","30","","['Hero', 'Basic']","","","","",""
"Greevice Wall","[{'key': 'customval_duration', 'header': 'CUSTOMVAL DURATION:', 'value': ['3', '4', '5'], 'generated': True}, {'key': 'slow', 'header': 'SLOW:', 'value': '-40', 'generated': True}, {'key': 'customval_damage_per_second', 'header': 'CUSTOMVAL DAMAGE PER SECOND:', 'value': ['13', '18', '23'], 'generated': True}, {'key': 'wall_place_distance', 'header': 'WALL PLACE DISTANCE:', 'value': '200', 'generated': True}, {'key': 'num_wall_elements', 'header': 'NUM WALL ELEMENTS:', 'value': '15', 'generated': True}, {'key': 'wall_element_spacing', 'header': 'WALL ELEMENT SPACING:', 'value': '80', 'generated': True}, {'key': 'wall_element_radius', 'header': 'WALL ELEMENT RADIUS:', 'value': '105', 'generated': True}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_ice_wall.png","No Target","","0","","20","Magical","","","","","",""
"Greevil Bonds","[{'key': 'count', 'header': 'COUNT:', 'value': '4', 'generated': True}, {'key': 'customval_dmg_share_percentage', 'header': 'CUSTOMVAL DMG SHARE PERCENTAGE:', 'value': ['6', '9', '12'], 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': '10', 'generated': True}, {'key': 'search_aoe', 'header': 'SEARCH AOE:', 'value': '575', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_fatal_bonds.png","Unit Target","Enemy","0","","20","","['Hero', 'Basic']","","","","",""
"Greevil Brain Sap","[{'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '1', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_black_brain_sap.png","Unit Target","Enemy","50","","14","Pure","['Hero', 'Basic']","","","","200",""
"Greevil Dragon Breath","[{'key': 'dragon_slave_speed', 'header': 'DRAGON SLAVE SPEED:', 'value': '1200', 'generated': True}, {'key': 'dragon_slave_width_initial', 'header': 'DRAGON SLAVE WIDTH INITIAL:', 'value': '275', 'generated': True}, {'key': 'dragon_slave_width_end', 'header': 'DRAGON SLAVE WIDTH END:', 'value': '150', 'generated': True}, {'key': 'dragon_slave_distance', 'header': 'DRAGON SLAVE DISTANCE:', 'value': '1075', 'generated': True}, {'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '11', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_orange_dragon_slave.png","['Unit Target', 'Point Target']","Enemy","50","","9","Magical","['Hero', 'Basic']","","","","170",""
"Greevil Fury","[{'key': 'blade_fury_damage_tick', 'header': 'BLADE FURY DAMAGE TICK:', 'value': '0.2', 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': '5', 'generated': True}, {'key': 'blade_fury_radius', 'header': 'BLADE FURY RADIUS:', 'value': '250', 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': ['28', '33', '38'], 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_blade_fury.png","['No Target', 'Instant Cast']","","0","","25","Magical","","","","","",""
"Greevil Golem","[{'key': 'duration', 'header': 'DURATION:', 'value': '8', 'generated': True}, {'key': 'customval_bonus_damage', 'header': 'CUSTOMVAL BONUS DAMAGE:', 'value': '12', 'generated': True}, {'key': 'customval_armor_bonus', 'header': 'CUSTOMVAL ARMOR BONUS:', 'value': '3', 'generated': True}, {'key': 'health_regen', 'header': 'HEALTH REGEN:', 'value': '1', 'generated': True}, {'key': 'radius', 'header': 'RADIUS:', 'value': '700', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_flesh_golem.png","['No Target', 'Instant Cast']","","0","","40","","","","","","",""
"Greevil Hole","[{'key': 'customval_pull_radius', 'header': 'CUSTOMVAL PULL RADIUS:', 'value': '200', 'generated': True}, {'key': 'pull_speed', 'header': 'PULL SPEED:', 'value': '40', 'generated': True}, {'key': 'customval_far_radius', 'header': 'CUSTOMVAL FAR RADIUS:', 'value': '200', 'generated': True}, {'key': 'near_radius', 'header': 'NEAR RADIUS:', 'value': '150', 'generated': True}, {'key': 'customval_far_damage', 'header': 'CUSTOMVAL FAR DAMAGE:', 'value': ['10', '13', '16'], 'generated': True}, {'key': 'customval_near_damage', 'header': 'CUSTOMVAL NEAR DAMAGE:', 'value': ['30', '35', '40'], 'generated': True}, {'key': 'tick_rate', 'header': 'TICK RATE:', 'value': '0.1', 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': '3', 'generated': True}, {'key': 'vision_radius', 'header': 'VISION RADIUS:', 'value': '800', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_black_hole.png","['AOE', 'Point Target', 'Channeled']","","","","40","Magical","","","","","",""
"Greevil Hook","[{'key': 'hook_speed', 'header': 'HOOK SPEED:', 'value': '1600', 'generated': True}, {'key': 'hook_width', 'header': 'HOOK WIDTH:', 'value': '100', 'generated': True}, {'key': 'hook_distance', 'header': 'HOOK DISTANCE:', 'value': '1300', 'generated': True}, {'key': 'vision_radius', 'header': 'VISION RADIUS:', 'value': '500', 'generated': True}, {'key': 'vision_duration', 'header': 'VISION DURATION:', 'value': '4', 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': '50', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_hook.png","Point Target","","","","13","Pure","","","","","",""
"Greevil Light Strike","[{'key': 'light_strike_array_aoe', 'header': 'LIGHT STRIKE ARRAY AOE:', 'value': '225', 'generated': True}, {'key': 'light_strike_array_delay_time', 'header': 'LIGHT STRIKE ARRAY DELAY TIME:', 'value': '0.5', 'generated': True}, {'key': 'light_strike_array_stun_duration', 'header': 'LIGHT STRIKE ARRAY STUN DURATION:', 'value': '1.6', 'generated': True}, {'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '12', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_orange_light_strike_array.png","['Point Target', 'AOE']","","50","","['13', '11', '9', '7']","Magical","","","","","150",""
"Greevil Lock","[{'key': 'duration', 'header': 'DURATION:', 'value': '1', 'generated': True}, {'key': 'chance_pct', 'header': 'CHANCE PCT:', 'value': ['10', '15', '20'], 'generated': True}, {'key': 'customval_bonus_damage', 'header': 'CUSTOMVAL BONUS DAMAGE:', 'value': ['7', '11', '15'], 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_time_lock.png","Passive","","","","","Magical","","","","","",""
"Greevil Missile","[{'key': 'magic_missile_speed', 'header': 'MAGIC MISSILE SPEED:', 'value': '1250', 'generated': True}, {'key': 'magic_missile_stun', 'header': 'MAGIC MISSILE STUN:', 'value': '1', 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': ['35', '45', '55'], 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_magic_missile.png","Unit Target","Enemy","0","","6","Magical","['Hero', 'Basic']","","","","",""
"Greevil Nova","[{'key': 'radius', 'header': 'RADIUS:', 'value': '830', 'generated': True}, {'key': 'start_radius', 'header': 'START RADIUS:', 'value': '255', 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': '10', 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': ['11', '14', '17'], 'generated': True}, {'key': 'speed', 'header': 'SPEED:', 'value': '500', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_poison_nova.png","No Target","","0","","40","Magical","","","","","",""
"Greevil Overgrowth","[{'key': 'duration', 'header': 'DURATION:', 'value': '3', 'generated': True}, {'key': 'radius', 'header': 'RADIUS:', 'value': '625', 'generated': True}, {'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '10', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_green_overgrowth.png","No Target","","50","","20","Magical","","","","","",""
"Greevil Rot","[{'key': 'rot_radius', 'header': 'ROT RADIUS:', 'value': '250', 'generated': True}, {'key': 'rot_tick', 'header': 'ROT TICK:', 'value': '0.2', 'generated': True}, {'key': 'rot_slow', 'header': 'ROT SLOW:', 'value': '-20', 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': '20', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_rot.png","No Target","","","","","Magical","","","","","",""
"Greevil Shell","[{'key': 'radius', 'header': 'RADIUS:', 'value': '250', 'generated': True}, {'key': 'damage_per_second', 'header': 'DAMAGE PER SECOND:', 'value': '90', 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': '20', 'generated': True}, {'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '6', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_yellow_ion_shell.png","Unit Target","Both","50","","10","Magical","Basic","","","","",""
"Greevil Sight","[{'key': 'radius', 'header': 'RADIUS:', 'value': '1000', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_sight.png","Passive","","","","","","","","","","",""
"Greevil Slam","[{'key': 'echo_slam_damage_range', 'header': 'ECHO SLAM DAMAGE RANGE:', 'value': '500', 'generated': True}, {'key': 'echo_slam_echo_search_range', 'header': 'ECHO SLAM ECHO SEARCH RANGE:', 'value': '550', 'generated': True}, {'key': 'echo_slam_echo_range', 'header': 'ECHO SLAM ECHO RANGE:', 'value': '500', 'generated': True}, {'key': 'customval_echo_damage', 'header': 'CUSTOMVAL ECHO DAMAGE:', 'value': ['14', '17', '20'], 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': ['30', '40', '50'], 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_echo_slam.png","No Target","","0","","30","Magical","","","","","",""
"Greevil Snap","[{'key': 'duration', 'header': 'DURATION:', 'value': '3', 'generated': True}, {'key': 'customval_initial_damage', 'header': 'CUSTOMVAL INITIAL DAMAGE:', 'value': ['25', '30', '35'], 'generated': True}, {'key': 'freeze_duration', 'header': 'FREEZE DURATION:', 'value': '0.4', 'generated': True}, {'key': 'freeze_cooldown', 'header': 'FREEZE COOLDOWN:', 'value': '0.7', 'generated': True}, {'key': 'customval_damage', 'header': 'CUSTOMVAL DAMAGE:', 'value': ['10', '15', '20'], 'generated': True}, {'key': 'damage_trigger', 'header': 'DAMAGE TRIGGER:', 'value': '10', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_cold_snap.png","Unit Target","Enemy","0","","10","Magical","['Hero', 'Basic']","","","","",""
"Greevil Surge","[{'key': 'duration', 'header': 'DURATION:', 'value': '7.5', 'generated': True}, {'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '7', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_yellow_surge.png","Unit Target","Friendly","50","","9","","Basic","","","","",""
"Greevil Ward","[{'key': 'duration', 'header': 'DURATION:', 'value': '30', 'generated': True}, {'key': 'ward_hp_tooltip', 'header': 'WARD HP TOOLTIP:', 'value': '200', 'generated': True}, {'key': 'ward_damage_tooltip', 'header': 'WARD DAMAGE TOOLTIP:', 'value': '19', 'generated': True}, {'key': 'cast_animation', 'header': 'CAST ANIMATION:', 'value': '14', 'generated': True}]","/apps/dota2/images/dota_react/abilities/greevil_miniboss_purple_plague_ward.png","Point Target","","50","","10","Physical","","","","","",""
